token	left_score	right_score	pred_side	rule_hits
dal	2.000000	30.000000	right	1
chol	51.000000	0.000000	left	1
diiin	2.000000	30.000000	right	1
ytchar	0.000000	49.000000	right	1
g	0.000000	0.000000	unknown	0
tchor	0.000000	7.000000	right	1
shor	0.000000	0.000000	unknown	0
cthaiin	51.000000	3.000000	left	1
cthol	51.000000	3.000000	left	1
chlol	51.000000	0.000000	left	1
chom	51.000000	0.000000	left	1
ychy	30.000000	0.000000	left	1
kchor	28.000000	24.000000	left	1
dair	2.000000	30.000000	right	1
ytol	0.000000	4.000000	right	1
chcthy	51.000000	31.000000	left	1
dar	2.000000	30.000000	right	1
dar	2.000000	30.000000	right	1
dal	2.000000	30.000000	right	1
oshor	0.000000	5.000000	right	1
shaiin	0.000000	0.000000	unknown	0
cthy	51.000000	3.000000	left	1
sholdy	0.000000	0.000000	unknown	0
doldy	2.000000	30.000000	right	1
doldaiin	2.000000	30.000000	right	1
dary	2.000000	30.000000	right	1
chol	51.000000	0.000000	left	1
chcthal	51.000000	31.000000	left	1
okshal	0.750000	77.000000	right	1
chykald	51.000000	2.000000	left	1
dar	2.000000	30.000000	right	1
shor	0.000000	0.000000	unknown	0
qokchol	39.750000	0.000000	left	1
ol	0.000000	5.000000	right	1
ydaiin	0.000000	0.000000	unknown	0
sotchaiin	0.000000	9.000000	right	1
chokchy	51.750000	0.000000	left	1
chekhol	60.400000	0.000000	left	1
chor	51.000000	0.000000	left	1
g	0.000000	0.000000	unknown	0
ychair	30.000000	0.000000	left	1
cthol	51.000000	3.000000	left	1
daiin	2.000000	30.000000	right	1
qokchy	39.750000	0.000000	left	1
cthy	51.000000	3.000000	left	1
told	0.000000	0.000000	unknown	0
shar	0.000000	0.000000	unknown	0
ytshy	0.000000	4.000000	right	1
otchdal	0.000000	14.000000	right	1
dchal	32.000000	36.000000	right	1
dchy	32.000000	36.000000	right	1
ytdg	0.000000	4.000000	right	1
qoeees	31.000000	0.000000	left	1
or	0.000000	5.000000	right	1
oaiin	0.000000	5.000000	right	1
shy	0.000000	0.000000	unknown	0
okshy	0.750000	77.000000	right	1
qokchy	39.750000	0.000000	left	1
qokchy	39.750000	0.000000	left	1
s	0.000000	0.000000	unknown	0
g	0.000000	0.000000	unknown	0
or	0.000000	5.000000	right	1
shy	0.000000	0.000000	unknown	0
qoky	39.750000	0.000000	left	1
qoky	39.750000	0.000000	left	1
chkchy	51.000000	0.000000	left	1
qokshy	39.750000	0.000000	left	1
qokam	39.750000	0.000000	left	1
qotchy	0.000000	9.000000	right	1
qokay	39.750000	0.000000	left	1
qokchy	39.750000	0.000000	left	1
ykcho	43.200000	27.200000	left	1
ydl	0.000000	0.000000	unknown	0
dar	2.000000	30.000000	right	1
r	0.000000	0.000000	unknown	0
ychoees	35.000000	0.000000	left	1
ykchy	43.200000	27.200000	left	1
qol	0.000000	0.000000	unknown	0
kchy	28.000000	24.000000	left	1
qotchol	0.000000	9.000000	right	1
daiir	2.000000	30.000000	right	1
om	0.000000	5.000000	right	1
qotor	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
otchy	0.000000	14.000000	right	1
qokeees	48.750000	0.000000	left	1
chy	51.000000	0.000000	left	1
s	0.000000	0.000000	unknown	0
ar	0.000000	0.000000	unknown	0
ykar	43.200000	3.600000	left	1
ychol	30.000000	0.000000	left	1
dor	2.000000	30.000000	right	1
chod	51.000000	0.000000	left	1
qokol	39.750000	0.000000	left	1
daiin	2.000000	30.000000	right	1
qokol	39.750000	0.000000	left	1
dar	2.000000	30.000000	right	1
dy	2.000000	30.000000	right	1
tolol	0.000000	0.000000	unknown	0
sh	0.000000	17.000000	right	1
cphoy	51.000000	0.000000	left	1
daror	2.000000	30.000000	right	1
ddy	2.000000	30.000000	right	1
ytor	0.000000	4.000000	right	1
ykam	43.200000	3.600000	left	1
okchor	0.750000	77.000000	right	1
qotchy	0.000000	9.000000	right	1
qokchy	39.750000	0.000000	left	1
ytol	0.000000	4.000000	right	1
doky	2.750000	30.000000	right	1
dy	2.000000	30.000000	right	1
pchor	0.000000	2.000000	right	1
qodchy	4.000000	0.000000	left	1
qotshy	0.000000	0.000000	unknown	0
dy	2.000000	30.000000	right	1
tchy	0.000000	7.000000	right	1
qotchy	0.000000	9.000000	right	1
qoky	39.750000	0.000000	left	1
daiin	2.000000	30.000000	right	1
dchydy	32.000000	36.000000	right	1
dshy	2.000000	30.000000	right	1
chor	51.000000	0.000000	left	1
y	0.000000	0.000000	unknown	0
tchy	0.000000	7.000000	right	1
chol	51.000000	0.000000	left	1
dytchy	2.000000	41.000000	right	1
chordy	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
dyty	2.000000	32.000000	right	1
s	0.000000	0.000000	unknown	0
choy	51.000000	0.000000	left	1
oscheor	9.400000	5.000000	left	1
shy	0.000000	0.000000	unknown	0
tdaiin	0.000000	0.000000	unknown	0
chol	51.000000	0.000000	left	1
dor	2.000000	30.000000	right	1
yky	43.200000	3.600000	left	1
qokorar	39.750000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chckhy	51.000000	24.000000	left	1
shy	0.000000	0.000000	unknown	0
kchor	28.000000	24.000000	left	1
otchy	0.000000	14.000000	right	1
tchy	0.000000	7.000000	right	1
qoky	39.750000	0.000000	left	1
daiin	2.000000	30.000000	right	1
r	0.000000	0.000000	unknown	0
y	0.000000	0.000000	unknown	0
shor	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
otytchy	0.000000	16.000000	right	1
daiin	2.000000	30.000000	right	1
qokcho	39.750000	0.000000	left	1
ky	2.000000	24.000000	right	1
cthar	51.000000	3.000000	left	1
dor	2.000000	30.000000	right	1
chan	51.000000	0.000000	left	1
dar	2.000000	30.000000	right	1
or	0.000000	5.000000	right	1
chor	51.000000	0.000000	left	1
daky	2.000000	30.000000	right	1
dal	2.000000	30.000000	right	1
chor	51.000000	0.000000	left	1
dorl	2.000000	30.000000	right	1
shy	0.000000	0.000000	unknown	0
qotchor	0.000000	9.000000	right	1
dy	2.000000	30.000000	right	1
dor	2.000000	30.000000	right	1
y	0.000000	0.000000	unknown	0
tchykchy	0.000000	11.000000	right	1
shdaiin	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
cthor	51.000000	3.000000	left	1
chol	51.000000	0.000000	left	1
ykchor	43.200000	27.200000	left	1
chordy	51.000000	0.000000	left	1
qotchy	0.000000	9.000000	right	1
qolody	0.000000	0.000000	unknown	0
choldy	51.000000	0.000000	left	1
cthyd	51.000000	3.000000	left	1
ykchor	43.200000	27.200000	left	1
chor	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
daiinol	2.000000	30.000000	right	1
pochaiin	0.000000	0.000000	unknown	0
cthor	51.000000	3.000000	left	1
chpcheos	60.400000	2.000000	left	1
opchey	9.400000	13.000000	right	1
py	0.000000	0.000000	unknown	0
kchy	28.000000	24.000000	left	1
qokchy	39.750000	0.000000	left	1
kchol	28.000000	24.000000	left	1
sor	0.000000	0.000000	unknown	0
qokchos	39.750000	0.000000	left	1
ykchy	43.200000	27.200000	left	1
darom	2.000000	30.000000	right	1
otchy	0.000000	14.000000	right	1
chol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
qotol	0.000000	0.000000	unknown	0
ytol	0.000000	4.000000	right	1
daiin	2.000000	30.000000	right	1
ytch	6.000000	107.000000	right	1
chcthy	51.000000	31.000000	left	1
qotol	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
qotchy	0.000000	9.000000	right	1
qoteey	3.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
doty	2.000000	30.000000	right	1
qot	0.000000	2.000000	right	1
ychoy	30.000000	0.000000	left	1
kchor	28.000000	24.000000	left	1
cthol	51.000000	3.000000	left	1
chocthy	51.000000	3.000000	left	1
s	0.000000	0.000000	unknown	0
toy	0.000000	0.000000	unknown	0
tchey	9.400000	7.000000	left	1
qo	0.000000	0.000000	unknown	0
dchol	32.000000	36.000000	right	1
qokchs	39.750000	0.000000	left	1
dom	2.000000	30.000000	right	1
ychor	30.000000	0.000000	left	1
oky	0.750000	77.000000	right	1
chor	51.000000	0.000000	left	1
ytal	0.000000	4.000000	right	1
chol	51.000000	0.000000	left	1
oky	0.750000	77.000000	right	1
ddor	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
chor	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
qokor	39.750000	0.000000	left	1
y	0.000000	0.000000	unknown	0
okchan	0.750000	77.000000	right	1
qotol	0.000000	0.000000	unknown	0
dar	2.000000	30.000000	right	1
okchor	0.750000	77.000000	right	1
daiin	2.000000	30.000000	right	1
cthor	51.000000	3.000000	left	1
otam	0.000000	5.000000	right	1
otch	0.000000	78.000000	right	1
okchodshy	0.750000	77.000000	right	1
daiin	2.000000	30.000000	right	1
or	0.000000	5.000000	right	1
otaiin	0.000000	5.000000	right	1
dais	2.000000	30.000000	right	1
kdchody	6.000000	24.000000	right	1
chopy	51.000000	3.000000	left	1
cheey	63.400000	0.000000	left	1
qotchol	0.000000	9.000000	right	1
qotoeey	5.000000	0.000000	left	1
dchor	32.000000	36.000000	right	1
choiin	51.000000	0.000000	left	1
chodey	51.000000	0.000000	left	1
cthey	57.000000	3.000000	left	1
chotol	51.000000	0.000000	left	1
odaiir	0.000000	5.000000	right	1
qotchy	0.000000	9.000000	right	1
cthody	51.000000	3.000000	left	1
chodchy	55.000000	0.000000	left	1
qoteey	3.000000	0.000000	left	1
cho	51.000000	0.000000	left	1
chodaiin	51.000000	0.000000	left	1
sho	0.000000	0.000000	unknown	0
qochy	0.000000	0.000000	unknown	0
chey	60.400000	0.000000	left	1
tcheodal	9.400000	7.000000	left	1
daral	2.000000	30.000000	right	1
pchocthy	0.000000	5.000000	right	1
chokoaiin	51.750000	0.000000	left	1
cpy	51.000000	0.000000	left	1
cheeen	63.400000	0.000000	left	1
opchey	9.400000	13.000000	right	1
shosaiin	0.000000	0.000000	unknown	0
r	0.000000	0.000000	unknown	0
choees	56.000000	0.000000	left	1
okchor	0.750000	77.000000	right	1
qotol	0.000000	0.000000	unknown	0
cheey	63.400000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chy	51.000000	0.000000	left	1
choiin	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
ocholshod	4.000000	5.000000	right	1
daiin	2.000000	30.000000	right	1
choteol	51.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
dol	2.000000	30.000000	right	1
shol	0.000000	0.000000	unknown	0
otaiin	0.000000	5.000000	right	1
fchodees	3.000000	0.000000	left	1
shody	0.000000	0.000000	unknown	0
qotchey	9.400000	9.000000	left	1
qokchey	49.150000	0.000000	left	1
qocphy	0.000000	0.000000	unknown	0
chokoldy	51.750000	0.000000	left	1
ochoaiin	0.000000	5.000000	right	1
chor	51.000000	0.000000	left	1
sody	0.000000	0.000000	unknown	0
pchodaiin	0.000000	2.000000	right	1
chetody	60.400000	0.000000	left	1
choky	51.750000	0.000000	left	1
dchy	32.000000	36.000000	right	1
toy	0.000000	0.000000	unknown	0
dchod	32.000000	36.000000	right	1
qoteeody	3.000000	0.000000	left	1
ytchy	0.000000	49.000000	right	1
qotshey	6.000000	0.000000	left	1
dchaiin	32.000000	36.000000	right	1
cholody	51.000000	0.000000	left	1
shoiin	0.000000	0.000000	unknown	0
cheody	60.400000	0.000000	left	1
otchey	9.400000	14.000000	right	1
otchy	0.000000	14.000000	right	1
tchy	0.000000	7.000000	right	1
qoteey	3.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
dar	2.000000	30.000000	right	1
faiis	0.000000	0.000000	unknown	0
ar	0.000000	0.000000	unknown	0
okoy	0.750000	77.000000	right	1
shy	0.000000	0.000000	unknown	0
pofochey	9.400000	0.000000	left	1
opchy	0.000000	13.000000	right	1
qopy	0.000000	29.000000	right	1
choldy	51.000000	0.000000	left	1
opydy	0.000000	8.000000	right	1
cphy	51.000000	0.000000	left	1
sos	0.000000	0.000000	unknown	0
ykaiin	43.200000	3.600000	left	1
cheol	60.400000	0.000000	left	1
chol	51.000000	0.000000	left	1
choiin	51.000000	0.000000	left	1
checthy	60.400000	3.000000	left	1
otol	0.000000	5.000000	right	1
chol	51.000000	0.000000	left	1
chodaiin	51.000000	0.000000	left	1
oty	0.000000	5.000000	right	1
okchy	0.750000	77.000000	right	1
sho	0.000000	0.000000	unknown	0
kchol	28.000000	24.000000	left	1
shol	0.000000	0.000000	unknown	0
chcthy	51.000000	31.000000	left	1
qoty	0.000000	0.000000	unknown	0
chy	51.000000	0.000000	left	1
tol	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
qotchy	0.000000	9.000000	right	1
tshol	0.000000	0.000000	unknown	0
folchol	0.000000	4.000000	right	1
otor	0.000000	5.000000	right	1
shol	0.000000	0.000000	unknown	0
shos	0.000000	0.000000	unknown	0
fshodchy	4.000000	0.000000	left	1
otchy	0.000000	14.000000	right	1
chcphy	51.000000	24.000000	left	1
dy	2.000000	30.000000	right	1
doiiin	2.000000	30.000000	right	1
chockhy	51.000000	0.000000	left	1
dar	2.000000	30.000000	right	1
cheockhy	60.400000	0.000000	left	1
shos	0.000000	0.000000	unknown	0
cheos	60.400000	0.000000	left	1
char	51.000000	0.000000	left	1
cthaiin	51.000000	3.000000	left	1
soaiin	0.000000	0.000000	unknown	0
shain	0.000000	0.000000	unknown	0
choraly	51.000000	0.000000	left	1
sho	0.000000	0.000000	unknown	0
ar	0.000000	0.000000	unknown	0
chy	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
d	2.000000	30.000000	right	1
s	0.000000	0.000000	unknown	0
ykchy	43.200000	27.200000	left	1
keody	5.000000	24.000000	right	1
cho	51.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
chol	51.000000	0.000000	left	1
shd	0.000000	0.000000	unknown	0
qoty	0.000000	0.000000	unknown	0
d	2.000000	30.000000	right	1
s	0.000000	0.000000	unknown	0
shokaiin	0.750000	0.000000	left	1
chocthy	51.000000	3.000000	left	1
chol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chy	51.000000	0.000000	left	1
chor	51.000000	0.000000	left	1
ety	0.000000	0.000000	unknown	0
pchor	0.000000	2.000000	right	1
oeeockhy	5.000000	5.000000	tie	1
ofychey	13.400000	5.000000	left	1
ypchey	9.400000	2.000000	left	1
qopcheody	9.400000	34.000000	right	1
otaiin	0.000000	5.000000	right	1
chan	51.000000	0.000000	left	1
saiin	0.000000	0.000000	unknown	0
chcphy	51.000000	24.000000	left	1
oky	0.750000	77.000000	right	1
sheaiin	6.000000	0.000000	left	1
qotchol	0.000000	9.000000	right	1
oteos	0.000000	5.000000	right	1
sheey	9.000000	0.000000	left	1
cthy	51.000000	3.000000	left	1
daiin	2.000000	30.000000	right	1
pchofychy	4.000000	2.000000	left	1
daiin	2.000000	30.000000	right	1
cthain	51.000000	3.000000	left	1
otolosheey	9.000000	5.000000	left	1
qocthey	6.000000	3.000000	left	1
tolchory	0.000000	4.000000	right	1
ykeey	49.200000	3.600000	left	1
daiin	2.000000	30.000000	right	1
chosy	51.000000	0.000000	left	1
qokoiin	39.750000	0.000000	left	1
otol	0.000000	5.000000	right	1
chol	51.000000	0.000000	left	1
qotcheol	9.400000	9.000000	left	1
okeoaiin	6.750000	77.000000	right	1
dchor	32.000000	36.000000	right	1
y	0.000000	0.000000	unknown	0
kolyky	2.000000	26.000000	right	1
chol	51.000000	0.000000	left	1
kol	2.000000	24.000000	right	1
qokeol	45.750000	0.000000	left	1
cholol	51.000000	0.000000	left	1
qoteeol	3.000000	0.000000	left	1
dady	2.000000	30.000000	right	1
fchokshy	0.750000	0.000000	left	1
otor	0.000000	5.000000	right	1
cheol	60.400000	0.000000	left	1
ocphal	0.000000	5.000000	right	1
opcheas	9.400000	13.000000	right	1
cthodaiin	51.000000	3.000000	left	1
oty	0.000000	5.000000	right	1
okaiin	0.750000	77.000000	right	1
sho	0.000000	0.000000	unknown	0
tshaiin	0.000000	0.000000	unknown	0
chkaiin	51.000000	0.000000	left	1
shcthey	6.000000	31.000000	right	1
cthody	51.000000	3.000000	left	1
cthy	51.000000	3.000000	left	1
s	0.000000	0.000000	unknown	0
totchy	0.000000	9.000000	right	1
keor	5.000000	24.000000	right	1
chy	51.000000	0.000000	left	1
ky	2.000000	24.000000	right	1
qotaiin	0.000000	0.000000	unknown	0
qotchol	0.000000	9.000000	right	1
ty	0.000000	0.000000	unknown	0
ctheey	60.000000	3.000000	left	1
otaiin	0.000000	5.000000	right	1
shol	0.000000	0.000000	unknown	0
chol	51.000000	0.000000	left	1
shol	0.000000	0.000000	unknown	0
tchol	0.000000	7.000000	right	1
chcthy	51.000000	31.000000	left	1
otyky	0.000000	7.000000	right	1
shey	6.000000	0.000000	left	1
yteol	0.000000	4.000000	right	1
shody	0.000000	0.000000	unknown	0
toldshy	0.000000	0.000000	unknown	0
chofchy	51.000000	0.000000	left	1
qofshey	6.000000	0.000000	left	1
shckhol	0.000000	24.000000	right	1
odaiin	0.000000	5.000000	right	1
shey	6.000000	0.000000	left	1
ckholy	77.000000	0.000000	left	1
oeeesoy	5.000000	5.000000	tie	1
qokchy	39.750000	0.000000	left	1
chody	51.000000	0.000000	left	1
qotchy	0.000000	9.000000	right	1
qokchy	39.750000	0.000000	left	1
choty	51.000000	0.000000	left	1
tchol	0.000000	7.000000	right	1
daiin	2.000000	30.000000	right	1
qotol	0.000000	0.000000	unknown	0
keeees	8.000000	24.000000	right	1
chotchy	51.000000	9.000000	left	1
tcho	0.000000	7.000000	right	1
choty	51.000000	0.000000	left	1
chor	51.000000	0.000000	left	1
qotol	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
dal	2.000000	30.000000	right	1
sho	0.000000	0.000000	unknown	0
chodaiin	51.000000	0.000000	left	1
choty	51.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
chty	51.000000	0.000000	left	1
chtol	51.000000	0.000000	left	1
osho	0.000000	5.000000	right	1
deey	5.000000	30.000000	right	1
ctho	51.000000	3.000000	left	1
l	0.000000	0.000000	unknown	0
sho	0.000000	0.000000	unknown	0
cthy	51.000000	3.000000	left	1
daiin	2.000000	30.000000	right	1
dait	2.000000	32.000000	right	1
oky	0.750000	77.000000	right	1
sho	0.000000	0.000000	unknown	0
tsho	0.000000	0.000000	unknown	0
chotshol	51.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
todaiin	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
ykcho	43.200000	27.200000	left	1
lchol	0.000000	2.000000	right	1
cholchaiin	51.000000	4.000000	left	1
otchy	0.000000	14.000000	right	1
s	0.000000	0.000000	unknown	0
sheaiin	6.000000	0.000000	left	1
pol	0.000000	0.000000	unknown	0
olshy	4.000000	5.000000	right	1
fcholy	0.000000	0.000000	unknown	0
shol	0.000000	0.000000	unknown	0
dpchy	2.000000	32.000000	right	1
oty	0.000000	5.000000	right	1
okoly	0.750000	77.000000	right	1
daiin	2.000000	30.000000	right	1
opchy	0.000000	13.000000	right	1
s	0.000000	0.000000	unknown	0
ocphy	0.000000	5.000000	right	1
ol	0.000000	5.000000	right	1
oiin	0.000000	5.000000	right	1
shol	0.000000	0.000000	unknown	0
o	0.000000	5.000000	right	1
kor	2.000000	24.000000	right	1
qokchol	39.750000	0.000000	left	1
daiin	2.000000	30.000000	right	1
otaiin	0.000000	5.000000	right	1
cthor	51.000000	3.000000	left	1
dain	2.000000	30.000000	right	1
ckhydom	77.000000	0.000000	left	1
schor	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
y	0.000000	0.000000	unknown	0
choldchy	55.000000	0.000000	left	1
otchy	0.000000	14.000000	right	1
cphal	51.000000	0.000000	left	1
doiiin	2.000000	30.000000	right	1
dchor	32.000000	36.000000	right	1
opchol	0.000000	13.000000	right	1
oldam	0.000000	5.000000	right	1
dachy	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
ydaiin	0.000000	0.000000	unknown	0
sor	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
qod	0.000000	0.000000	unknown	0
dshor	2.000000	30.000000	right	1
ychy	30.000000	0.000000	left	1
ytchol	0.000000	49.000000	right	1
otam	0.000000	5.000000	right	1
odaiin	0.000000	5.000000	right	1
ytaiin	0.000000	4.000000	right	1
fshor	0.000000	0.000000	unknown	0
shy	0.000000	0.000000	unknown	0
tchor	0.000000	7.000000	right	1
otaiin	0.000000	5.000000	right	1
ychor	30.000000	0.000000	left	1
chor	51.000000	0.000000	left	1
qokchol	39.750000	0.000000	left	1
chory	51.000000	0.000000	left	1
qotchy	0.000000	9.000000	right	1
cthy	51.000000	3.000000	left	1
qokol	39.750000	0.000000	left	1
daiin	2.000000	30.000000	right	1
dam	2.000000	30.000000	right	1
okshor	0.750000	77.000000	right	1
shody	0.000000	0.000000	unknown	0
chol	51.000000	0.000000	left	1
teeol	3.000000	0.000000	left	1
otaiin	0.000000	5.000000	right	1
daiin	2.000000	30.000000	right	1
or	0.000000	5.000000	right	1
ytal	0.000000	4.000000	right	1
sokaiin	0.750000	0.000000	left	1
oty	0.000000	5.000000	right	1
dy	2.000000	30.000000	right	1
ychky	30.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
cthy	51.000000	3.000000	left	1
okchain	0.750000	77.000000	right	1
chkoldy	51.000000	0.000000	left	1
shotoly	0.000000	0.000000	unknown	0
qotchy	0.000000	9.000000	right	1
olshly	4.000000	5.000000	right	1
shol	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
pydchdom	4.000000	0.000000	left	1
chy	51.000000	0.000000	left	1
fcholdy	0.000000	0.000000	unknown	0
oty	0.000000	5.000000	right	1
otchol	0.000000	14.000000	right	1
shy	0.000000	0.000000	unknown	0
opyaiin	0.000000	8.000000	right	1
y	0.000000	0.000000	unknown	0
yfchy	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
ololdy	0.000000	5.000000	right	1
dal	2.000000	30.000000	right	1
to	0.000000	0.000000	unknown	0
ar	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chkdain	51.000000	0.000000	left	1
otchy	0.000000	14.000000	right	1
lolchor	0.000000	4.000000	right	1
daiin	2.000000	30.000000	right	1
dam	2.000000	30.000000	right	1
okchol	0.750000	77.000000	right	1
daing	2.000000	30.000000	right	1
qokoldy	39.750000	0.000000	left	1
okaiir	0.750000	77.000000	right	1
ykaiil	43.200000	3.600000	left	1
g	0.000000	0.000000	unknown	0
qokeey	48.750000	0.000000	left	1
ofchol	0.000000	5.000000	right	1
dain	2.000000	30.000000	right	1
yfchor	0.000000	0.000000	unknown	0
olfchor	0.000000	5.000000	right	1
otchald	0.000000	14.000000	right	1
tshol	0.000000	0.000000	unknown	0
ykor	43.200000	3.600000	left	1
qokaiin	39.750000	0.000000	left	1
yky	43.200000	3.600000	left	1
dar	2.000000	30.000000	right	1
okol	0.750000	77.000000	right	1
dchey	41.400000	36.000000	left	1
daiidal	2.000000	30.000000	right	1
dam	2.000000	30.000000	right	1
ytcho	0.000000	49.000000	right	1
ldals	2.000000	0.000000	left	1
okar	0.750000	77.000000	right	1
olchar	0.000000	45.000000	right	1
shaiin	0.000000	0.000000	unknown	0
qokchol	39.750000	0.000000	left	1
dar	2.000000	30.000000	right	1
qokchol	39.750000	0.000000	left	1
dairo	2.000000	30.000000	right	1
r	0.000000	0.000000	unknown	0
ol	0.000000	5.000000	right	1
daiin	2.000000	30.000000	right	1
alg	0.000000	0.000000	unknown	0
diil	2.000000	30.000000	right	1
okchy	0.750000	77.000000	right	1
daiin	2.000000	30.000000	right	1
dal	2.000000	30.000000	right	1
dar	2.000000	30.000000	right	1
ykain	43.200000	3.600000	left	1
podairol	0.000000	0.000000	unknown	0
odaiiily	0.000000	5.000000	right	1
shoaldy	0.000000	0.000000	unknown	0
opchol	0.000000	13.000000	right	1
otol	0.000000	5.000000	right	1
ol	0.000000	5.000000	right	1
chcphy	51.000000	24.000000	left	1
qotchar	0.000000	9.000000	right	1
s	0.000000	0.000000	unknown	0
otchol	0.000000	14.000000	right	1
chal	51.000000	0.000000	left	1
otchm	0.000000	14.000000	right	1
daiin	2.000000	30.000000	right	1
qotcholm	0.000000	9.000000	right	1
otchor	0.000000	14.000000	right	1
mar	0.000000	0.000000	unknown	0
otshor	0.000000	5.000000	right	1
olsar	2.000000	5.000000	right	1
sol	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
ylg	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
olol	0.000000	5.000000	right	1
dam	2.000000	30.000000	right	1
qoto	0.000000	0.000000	unknown	0
l	0.000000	0.000000	unknown	0
chees	63.400000	0.000000	left	1
g	0.000000	0.000000	unknown	0
otol	0.000000	5.000000	right	1
oloiir	0.000000	5.000000	right	1
ol	0.000000	5.000000	right	1
cheen	63.400000	0.000000	left	1
ols	2.000000	5.000000	right	1
porory	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
opchar	0.000000	13.000000	right	1
she	24.000000	0.000000	left	1
cheol	60.400000	0.000000	left	1
daiin	2.000000	30.000000	right	1
or	0.000000	5.000000	right	1
qotaiin	0.000000	0.000000	unknown	0
char	51.000000	0.000000	left	1
odain	0.000000	5.000000	right	1
okaiikhal	0.750000	77.000000	right	1
oky	0.750000	77.000000	right	1
y	0.000000	0.000000	unknown	0
cthar	51.000000	3.000000	left	1
cthal	51.000000	3.000000	left	1
okol	0.750000	77.000000	right	1
qotar	0.000000	0.000000	unknown	0
ckhy	77.000000	0.000000	left	1
or	0.000000	5.000000	right	1
chckhaly	51.000000	24.000000	left	1
cthar	51.000000	3.000000	left	1
eeor	3.000000	0.000000	left	1
chees	63.400000	0.000000	left	1
da	2.000000	30.000000	right	1
qodar	0.000000	0.000000	unknown	0
cho	51.000000	0.000000	left	1
r	0.000000	0.000000	unknown	0
chey	60.400000	0.000000	left	1
cthy	51.000000	3.000000	left	1
cthckeom	54.000000	7.000000	left	1
oeeeos	5.000000	5.000000	tie	1
eteor	0.000000	0.000000	unknown	0
otal	0.000000	5.000000	right	1
qocthol	0.000000	3.000000	right	1
qoky	39.750000	0.000000	left	1
qekar	0.000000	0.000000	unknown	0
chtar	51.000000	0.000000	left	1
s	0.000000	0.000000	unknown	0
cheor	60.400000	0.000000	left	1
cthol	51.000000	3.000000	left	1
qodol	0.000000	0.000000	unknown	0
ychor	30.000000	0.000000	left	1
s	0.000000	0.000000	unknown	0
om	0.000000	5.000000	right	1
qoear	28.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
qokeol	45.750000	0.000000	left	1
odaiin	0.000000	5.000000	right	1
ckham	77.000000	0.000000	left	1
qodaiikhy	0.000000	0.000000	unknown	0
dol	2.000000	30.000000	right	1
dal	2.000000	30.000000	right	1
qor	0.000000	0.000000	unknown	0
cfhar	51.000000	0.000000	left	1
chor	51.000000	0.000000	left	1
s	0.000000	0.000000	unknown	0
am	0.000000	0.000000	unknown	0
chotaiin	51.000000	0.000000	left	1
dy	2.000000	30.000000	right	1
sar	0.000000	0.000000	unknown	0
cheoiees	63.400000	0.000000	left	1
okeer	9.750000	77.000000	right	1
cheor	60.400000	0.000000	left	1
qokain	39.750000	0.000000	left	1
qokchy	39.750000	0.000000	left	1
qotchy	0.000000	9.000000	right	1
tol	0.000000	0.000000	unknown	0
tod	0.000000	0.000000	unknown	0
ckhy	77.000000	0.000000	left	1
oees	5.000000	5.000000	tie	1
ol	0.000000	5.000000	right	1
