tok_id	token	left_score	right_score	pred_side	rule_hits
4622	dalteoshy	2.0	30.0	right	1
4623	da	2.0	30.0	right	1
4624	ly	0.0	0.0	unknown	0
4625	sheet	9.0	2.0	left	1
4626	or	0.0	5.0	right	1
4627	arodl	0.0	0.0	unknown	0
4628	lkeo	3.0	0.0	left	1
4629	raraiin	0.0	0.0	unknown	0
4630	otedyo	0.0	5.0	right	1
4631	poldy	0.0	0.0	unknown	0
4632	shedy	6.0	0.0	left	1
4633	octhy	0.0	8.0	right	1
4634	otedy	0.0	5.0	right	1
4635	chedy	60.4	0.0	left	1
4636	dar	2.0	30.0	right	1
4637	chesckhy	60.4	0.0	left	1
4638	okeody	6.75	77.0	right	1
4639	oky	0.75	77.0	right	1
4640	okaldy	0.75	77.0	right	1
4641	kchdy	28.0	24.0	left	1
4642	okar	0.75	77.0	right	1
4643	tody	0.0	0.0	unknown	0
4644	teedy	3.0	0.0	left	1
4645	qot	0.0	2.0	right	1
4646	chocthy	51.0	3.0	left	1
4647	chky	51.0	0.0	left	1
4648	oky	0.75	77.0	right	1
4649	chdy	51.0	0.0	left	1
4650	okedy	6.75	77.0	right	1
4651	ykaiin	43.2	3.6	left	1
4652	chey	60.4	0.0	left	1
4653	ody	0.0	5.0	right	1
4654	dary	2.0	30.0	right	1
4655	dshey	8.0	30.0	right	1
4656	ykeedy	49.2	3.6	left	1
4657	chees	63.4	0.0	left	1
4658	aiin	0.0	0.0	unknown	0
4659	chy	51.0	0.0	left	1
4660	qocthedy	6.0	3.0	left	1
4661	chey	60.4	0.0	left	1
4662	qokar	39.75	0.0	left	1
4663	checkhy	60.4	0.0	left	1
4664	okam	0.75	77.0	right	1
4665	tolkchdy	0.0	0.0	unknown	0
4666	okedy	6.75	77.0	right	1
4667	qokedol	45.75	0.0	left	1
4668	shedy	6.0	0.0	left	1
4669	okedal	6.75	77.0	right	1
4670	shedy	6.0	0.0	left	1
4671	pchdol	0.0	2.0	right	1
4672	otey	0.0	5.0	right	1
4673	dalorain	2.0	30.0	right	1
4674	ytshedy	6.0	4.0	left	1
4675	ykeody	46.2	3.6	left	1
4676	oykeedy	6.0	7.0	right	1
4677	chedy	60.4	0.0	left	1
4678	tedy	0.0	0.0	unknown	0
4679	chcthy	51.0	31.0	left	1
4680	otam	0.0	5.0	right	1
4681	ot	0.0	7.0	right	1
4682	ytaiin	0.0	4.0	right	1
4683	otas	0.0	5.0	right	1
4684	shetcheodchs	13.4	7.0	left	1
4685	ochedy	9.4	5.0	left	1
4686	oteody	0.0	5.0	right	1
4687	chedy	60.4	0.0	left	1
4688	chody	51.0	0.0	left	1
4689	daiin	2.0	30.0	right	1
4690	sheody	6.0	0.0	left	1
4691	ykar	43.2	3.6	left	1
4692	chef	60.4	0.0	left	1
4693	tar	0.0	0.0	unknown	0
4694	chor	51.0	0.0	left	1
4695	ar	0.0	0.0	unknown	0
4696	aldar	0.0	0.0	unknown	0
4697	chdy	51.0	0.0	left	1
4698	daldar	2.0	30.0	right	1
4699	chepy	60.4	0.0	left	1
4700	yteedy	3.0	4.0	right	1
4701	ypchey	9.4	2.0	left	1
4702	pchedy	9.4	2.0	left	1
4703	yfor	0.0	0.0	unknown	0
4704	y	0.0	0.0	unknown	0
4705	sheey	9.0	0.0	left	1
4706	or	0.0	5.0	right	1
4707	air	0.0	0.0	unknown	0
4708	yteey	3.0	4.0	right	1
4709	cheody	60.4	0.0	left	1
4710	ar	0.0	0.0	unknown	0
4711	sheo	6.0	0.0	left	1
4712	qody	0.0	0.0	unknown	0
4713	chckhy	51.0	24.0	left	1
4714	chdy	51.0	0.0	left	1
4715	choty	51.0	0.0	left	1
4716	shecthy	6.0	3.0	left	1
4717	y	0.0	0.0	unknown	0
4718	shee	42.6	0.0	left	1
4719	kedy	5.0	24.0	right	1
4720	dar	2.0	30.0	right	1
4721	chey	60.4	0.0	left	1
4722	qotedy	0.0	0.0	unknown	0
4723	ekaiin	0.0	0.0	unknown	0
4724	chedy	60.4	0.0	left	1
4725	cthey	57.0	3.0	left	1
4726	oteol	0.0	5.0	right	1
4727	or	0.0	5.0	right	1
4728	aiin	0.0	0.0	unknown	0
4729	odain	0.0	5.0	right	1
4730	dshedy	8.0	30.0	right	1
4731	tedy	0.0	0.0	unknown	0
4732	ckhedy	83.0	0.0	left	1
4733	chekcheey	63.4	0.0	left	1
4734	dy	2.0	30.0	right	1
4735	keody	5.0	24.0	right	1
4736	otedy	0.0	5.0	right	1
4737	cheetam	63.4	0.0	left	1
4738	okedar	6.75	77.0	right	1
4739	amam	0.0	0.0	unknown	0
4740	dykeedain	8.0	32.0	right	1
4741	chedy	60.4	0.0	left	1
4742	okeedy	9.75	77.0	right	1
4743	chedal	60.4	0.0	left	1
4744	olkey	3.0	5.0	right	1
4745	cheky	60.4	0.0	left	1
4746	choal	51.0	0.0	left	1
4747	chedy	60.4	0.0	left	1
4748	oteorom	0.0	5.0	right	1
4749	oteod	0.0	5.0	right	1
4750	qolkeey	6.0	0.0	left	1
4751	kaldy	2.0	24.0	right	1
4752	chy	51.0	0.0	left	1
4753	darod	2.0	30.0	right	1
4754	qokeey	48.75	0.0	left	1
4755	kol	2.0	24.0	right	1
4756	dary	2.0	30.0	right	1
4757	taros	0.0	0.0	unknown	0
4758	tshodpy	0.0	0.0	unknown	0
4759	oracphy	0.0	5.0	right	1
4760	koees	7.0	24.0	right	1
4761	ypsholy	0.0	0.0	unknown	0
4762	shy	0.0	0.0	unknown	0
4763	otoloaiin	0.0	5.0	right	1
4764	ydsh	6.0	17.0	right	1
4765	dyeees	5.0	30.0	right	1
4766	yty	0.0	4.0	right	1
4767	oky	0.75	77.0	right	1
4768	okchey	10.15	77.0	right	1
4769	qykchey	9.4	4.0	left	1
4770	dchy	32.0	36.0	right	1
4771	dy	2.0	30.0	right	1
4772	oair	0.0	5.0	right	1
4773	ekokeey	9.75	0.0	left	1
4774	kshotol	2.0	24.0	right	1
4775	otol	0.0	5.0	right	1
4776	daiin	2.0	30.0	right	1
4777	otota	0.0	5.0	right	1
4778	ykal	43.2	3.6	left	1
4779	toy	0.0	0.0	unknown	0
4780	shysho	0.0	0.0	unknown	0
4781	qoteey	3.0	0.0	left	1
4782	chor	51.0	0.0	left	1
4783	cheeky	63.4	0.0	left	1
4784	sheey	9.0	0.0	left	1
4785	ytey	0.0	4.0	right	1
4786	daiin	2.0	30.0	right	1
4787	dshor	2.0	30.0	right	1
4788	ytchol	0.0	49.0	right	1
4789	shy	0.0	0.0	unknown	0
4790	o	0.0	5.0	right	1
4791	ocheeky	12.4	5.0	left	1
4792	qotchy	0.0	9.0	right	1
4793	otchy	0.0	14.0	right	1
4794	dar	2.0	30.0	right	1
4795	pshy	0.0	0.0	unknown	0
4796	opchey	9.4	13.0	right	1
4797	qopchy	0.0	34.0	right	1
4798	ofchey	9.4	5.0	left	1
4799	roiry	0.0	0.0	unknown	0
4800	shol	0.0	0.0	unknown	0
4801	os	0.0	5.0	right	1
4802	ykchy	43.2	27.2	left	1
4803	otchol	0.0	14.0	right	1
4804	ol	0.0	5.0	right	1
4805	dchckhy	32.0	42.0	right	1
4806	qoky	39.75	0.0	left	1
4807	qotchy	0.0	9.0	right	1
4808	qokchy	39.75	0.0	left	1
4809	qoky	39.75	0.0	left	1
4810	d	2.0	30.0	right	1
4811	qokchor	39.75	0.0	left	1
4812	okchy	0.75	77.0	right	1
4813	qoto	0.0	0.0	unknown	0
4814	ykol	43.2	3.6	left	1
4815	choky	51.75	0.0	left	1
4816	choky	51.75	0.0	left	1
4817	chol	51.0	0.0	left	1
4818	dam	2.0	30.0	right	1
4819	tsho	0.0	0.0	unknown	0
4820	qotshy	0.0	0.0	unknown	0
4821	cthol	51.0	3.0	left	1
4822	dchor	32.0	36.0	right	1
4823	otol	0.0	5.0	right	1
4824	shol	0.0	0.0	unknown	0
4825	tol	0.0	0.0	unknown	0
4826	qotshol	0.0	0.0	unknown	0
4827	otoldy	0.0	5.0	right	1
4828	yolkol	0.0	0.0	unknown	0
4829	cheol	60.4	0.0	left	1
4830	qokchain	39.75	0.0	left	1
4831	daly	2.0	30.0	right	1
4832	otchol	0.0	14.0	right	1
4833	daiin	2.0	30.0	right	1
4834	shol	0.0	0.0	unknown	0
4835	qotor	0.0	0.0	unknown	0
4836	ar	0.0	0.0	unknown	0
4837	yokalod	0.75	0.0	left	1
4838	shaiin	0.0	0.0	unknown	0
4839	shor	0.0	0.0	unknown	0
4840	shorody	0.0	0.0	unknown	0
4841	shky	0.0	0.0	unknown	0
4842	sho	0.0	0.0	unknown	0
4843	ytchy	0.0	49.0	right	1
4844	opchod	0.0	13.0	right	1
4845	opy	0.0	8.0	right	1
4846	oain	0.0	5.0	right	1
4847	shol	0.0	0.0	unknown	0
4848	cthy	51.0	3.0	left	1
4849	cphaiin	51.0	0.0	left	1
4850	ykchor	43.2	27.2	left	1
4851	otchy	0.0	14.0	right	1
4852	qoty	0.0	0.0	unknown	0
4853	otcheor	9.4	14.0	right	1
4854	cthain	51.0	3.0	left	1
4855	tol	0.0	0.0	unknown	0
4856	dair	2.0	30.0	right	1
4857	ytaiin	0.0	4.0	right	1
4858	dol	2.0	30.0	right	1
4859	y	0.0	0.0	unknown	0
4860	kchain	28.0	24.0	left	1
4861	otykeey	6.0	7.0	right	1
4862	otchol	0.0	14.0	right	1
4863	ytaiin	0.0	4.0	right	1
4864	dy	2.0	30.0	right	1
4865	ytoda	0.0	4.0	right	1
4866	ol	0.0	5.0	right	1
4867	dshor	2.0	30.0	right	1
4868	cthees	60.0	3.0	left	1
4869	lol	0.0	0.0	unknown	0
4870	keees	8.0	24.0	right	1
4871	ckhy	77.0	0.0	left	1
4872	chcthy	51.0	31.0	left	1
4873	lo	0.0	0.0	unknown	0
4874	lsho	4.0	0.0	left	1
4875	qokchy	39.75	0.0	left	1
4876	tshy	0.0	0.0	unknown	0
4877	cphaiin	51.0	0.0	left	1
4878	cthal	51.0	3.0	left	1
4879	kal	2.0	24.0	right	1
4880	okol	0.75	77.0	right	1
4881	chol	51.0	0.0	left	1
4882	chol	51.0	0.0	left	1
4883	choky	51.75	0.0	left	1
4884	okaiin	0.75	77.0	right	1
4885	cthy	51.0	3.0	left	1
4886	otal	0.0	5.0	right	1
4887	ychey	39.4	0.0	left	1
4888	teol	0.0	0.0	unknown	0
4889	chaiin	51.0	0.0	left	1
4890	chcthy	51.0	31.0	left	1
4891	ctho	51.0	3.0	left	1
4892	cthol	51.0	3.0	left	1
4893	pykydal	0.0	2.0	right	1
4894	shaikhy	0.0	0.0	unknown	0
4895	oty	0.0	5.0	right	1
4896	shey	6.0	0.0	left	1
4897	qop	0.0	29.0	right	1
4898	char	51.0	0.0	left	1
4899	opchal	0.0	13.0	right	1
4900	ypchar	0.0	2.0	right	1
4901	ofchar	0.0	5.0	right	1
4902	shor	0.0	0.0	unknown	0
4903	cthy	51.0	3.0	left	1
4904	qoky	39.75	0.0	left	1
4905	qokol	39.75	0.0	left	1
4906	qokaiin	39.75	0.0	left	1
4907	chol	51.0	0.0	left	1
4908	chol	51.0	0.0	left	1
4909	ykaiin	43.2	3.6	left	1
4910	dar	2.0	30.0	right	1
4911	om	0.0	5.0	right	1
4912	qo	0.0	0.0	unknown	0
4913	chcthy	51.0	31.0	left	1
4914	kchol	28.0	24.0	left	1
4915	daiin	2.0	30.0	right	1
4916	qoaiin	0.0	0.0	unknown	0
4917	cthy	51.0	3.0	left	1
4918	chaiin	51.0	0.0	left	1
4919	ykeey	49.2	3.6	left	1
4920	cthom	51.0	3.0	left	1
4921	kolsho	6.0	24.0	right	1
4922	pchor	0.0	2.0	right	1
4923	kchey	37.4	24.0	left	1
4924	ty	0.0	0.0	unknown	0
4925	opchaldy	0.0	13.0	right	1
4926	otshy	0.0	5.0	right	1
4927	qokchy	39.75	0.0	left	1
4928	doldaiin	2.0	30.0	right	1
4929	otchar	0.0	14.0	right	1
4930	okchar	0.75	77.0	right	1
4931	daiin	2.0	30.0	right	1
4932	ytchody	0.0	49.0	right	1
4933	tcholol	0.0	7.0	right	1
4934	otar	0.0	5.0	right	1
4935	dal	2.0	30.0	right	1
4936	dary	2.0	30.0	right	1
4937	tchol	0.0	7.0	right	1
4938	cthy	51.0	3.0	left	1
4939	qodaiin	0.0	0.0	unknown	0
4940	cthy	51.0	3.0	left	1
4941	dain	2.0	30.0	right	1
4942	cthey	57.0	3.0	left	1
4943	otydal	0.0	5.0	right	1
4944	daiin	2.0	30.0	right	1
4945	m	0.0	0.0	unknown	0
4946	dor	2.0	30.0	right	1
4947	or	0.0	5.0	right	1
4948	chain	51.0	0.0	left	1
4949	dain	2.0	30.0	right	1
4950	ykolody	43.2	3.6	left	1
4951	ytaiin	0.0	4.0	right	1
4952	qotchol	0.0	9.0	right	1
4953	kol	2.0	24.0	right	1
4954	dy	2.0	30.0	right	1
4955	okaiin	0.75	77.0	right	1
4956	shar	0.0	0.0	unknown	0
4957	yky	43.2	3.6	left	1
4958	oky	0.75	77.0	right	1
4959	kair	2.0	24.0	right	1
4960	daldy	2.0	30.0	right	1
4961	dalor	2.0	30.0	right	1
4962	cheol	60.4	0.0	left	1
4963	dal	2.0	30.0	right	1
4964	korary	2.0	24.0	right	1
4965	chko	51.0	0.0	left	1
4966	kol	2.0	24.0	right	1
4967	chey	60.4	0.0	left	1
4968	fsholom	0.0	0.0	unknown	0
4969	shor	0.0	0.0	unknown	0
4970	ykchy	43.2	27.2	left	1
4971	dod	2.0	30.0	right	1
4972	opchaiin	0.0	13.0	right	1
4973	olald	0.0	5.0	right	1
4974	okchol	0.75	77.0	right	1
4975	s	0.0	0.0	unknown	0
4976	ykar	43.2	3.6	left	1
4977	yd	0.0	0.0	unknown	0
4978	otytam	0.0	7.0	right	1
4979	dy	2.0	30.0	right	1
4980	cheg	60.4	0.0	left	1
4981	otor	0.0	5.0	right	1
4982	oaiir	0.0	5.0	right	1
4983	sa	0.0	0.0	unknown	0
4984	ykchom	43.2	27.2	left	1
4985	ytchor	0.0	49.0	right	1
4986	d	2.0	30.0	right	1
4987	pcheocphy	9.4	2.0	left	1
4988	qotedy	0.0	0.0	unknown	0
4989	chety	60.4	0.0	left	1
4990	dy	2.0	30.0	right	1
4991	chepchx	60.4	2.0	left	1
4992	yfcheky	9.4	0.0	left	1
4993	osaiin	0.0	5.0	right	1
4994	shee	42.6	0.0	left	1
4995	qoteol	0.0	0.0	unknown	0
4996	daiin	2.0	30.0	right	1
4997	shee	42.6	0.0	left	1
4998	dy	2.0	30.0	right	1
4999	daly	2.0	30.0	right	1
5000	rodaiin	0.0	0.0	unknown	0
5001	sheeoly	9.0	0.0	left	1
5002	qoor	0.0	0.0	unknown	0
5003	sheoteoly	6.0	0.0	left	1
5004	chckhy	51.0	24.0	left	1
5005	daiin	2.0	30.0	right	1
5006	sheksheet	9.0	2.0	left	1
5007	shedy	6.0	0.0	left	1
5008	xor	0.0	0.0	unknown	0
5009	aiin	0.0	0.0	unknown	0
5010	sheckhy	6.0	0.0	left	1
5011	daiin	2.0	30.0	right	1
5012	shor	0.0	0.0	unknown	0
5013	ykal	43.2	3.6	left	1
5014	chckhy	51.0	24.0	left	1
5015	daiin	2.0	30.0	right	1
5016	she	24.0	0.0	left	1
5017	dalshedo	12.0	30.0	right	1
5018	qokol	39.75	0.0	left	1
5019	s	0.0	0.0	unknown	0
5020	aiin	0.0	0.0	unknown	0
5021	shee	42.6	0.0	left	1
5022	ykar	43.2	3.6	left	1
5023	daiin	2.0	30.0	right	1
5024	tshedar	6.0	0.0	left	1
5025	chol	51.0	0.0	left	1
5026	kaldy	2.0	24.0	right	1
5027	chckhy	51.0	24.0	left	1
5028	qokaldy	39.75	0.0	left	1
5029	chekal	60.4	0.0	left	1
5030	chckhy	51.0	24.0	left	1
5031	sheky	6.0	0.0	left	1
5032	sheky	6.0	0.0	left	1
5033	dalocthhy	2.0	33.0	right	1
5034	tedy	0.0	0.0	unknown	0
5035	dytedy	2.0	32.0	right	1
5036	shee	42.6	0.0	left	1
5037	keedy	8.0	24.0	right	1
5038	ypchedy	9.4	2.0	left	1
5039	chdalor	51.0	0.0	left	1
5040	sheedo	9.0	0.0	left	1
5041	odor	0.0	5.0	right	1
5042	aiin	0.0	0.0	unknown	0
5043	opchedy	9.4	13.0	right	1
5044	dykedy	5.0	32.0	right	1
5045	chdam	51.0	0.0	left	1
5046	xol	0.0	0.0	unknown	0
5047	shol	0.0	0.0	unknown	0
5048	qokaiin	39.75	0.0	left	1
5049	ytchdy	0.0	49.0	right	1
5050	qokchdy	39.75	0.0	left	1
5051	s	0.0	0.0	unknown	0
5052	ar	0.0	0.0	unknown	0
5053	chdy	51.0	0.0	left	1
5054	cthy	51.0	3.0	left	1
5055	otedy	0.0	5.0	right	1
5056	chedy	60.4	0.0	left	1
5057	qokar	39.75	0.0	left	1
5058	chcthhy	51.0	31.0	left	1
5059	m	0.0	0.0	unknown	0
5060	tshdy	0.0	0.0	unknown	0
5061	shdy	0.0	0.0	unknown	0
5062	feeedy	3.0	0.0	left	1
5063	dyfchdy	2.0	30.0	right	1
5064	shol	0.0	0.0	unknown	0
5065	kchs	28.0	24.0	left	1
5066	ytaly	0.0	4.0	right	1
5067	fchdy	0.0	0.0	unknown	0
5068	dy	2.0	30.0	right	1
5069	karal	2.0	24.0	right	1
5070	shky	0.0	0.0	unknown	0
5071	yty	0.0	4.0	right	1
5072	dardam	2.0	30.0	right	1
5073	pchdair	0.0	2.0	right	1
5074	shd	0.0	0.0	unknown	0
5075	shepdaiin	6.0	0.0	left	1
5076	shdy	0.0	0.0	unknown	0
5077	oifhedy	6.0	5.0	left	1
5078	qopchdy	0.0	34.0	right	1
5079	ldy	0.0	0.0	unknown	0
5080	shear	6.0	0.0	left	1
5081	opdarshdy	0.0	8.0	right	1
5082	sayfchedy	9.4	0.0	left	1
5083	techy	0.0	0.0	unknown	0
5084	daiin	2.0	30.0	right	1
5085	sheockhy	6.0	0.0	left	1
5086	choky	51.75	0.0	left	1
5087	r	0.0	0.0	unknown	0
5088	aiin	0.0	0.0	unknown	0
5089	ches	60.4	0.0	left	1
5090	shey	6.0	0.0	left	1
5091	kar	2.0	24.0	right	1
5092	sheckhy	6.0	0.0	left	1
5093	chdy	51.0	0.0	left	1
5094	chckham	51.0	24.0	left	1
5095	arakaiin	0.0	0.0	unknown	0
5096	shol	0.0	0.0	unknown	0
5097	okeey	9.75	77.0	right	1
5098	chol	51.0	0.0	left	1
5099	dar	2.0	30.0	right	1
5100	ols	2.0	5.0	right	1
5101	lain	0.0	0.0	unknown	0
5102	y	0.0	0.0	unknown	0
5103	otshealkar	6.0	5.0	left	1
5104	sholkshy	0.0	0.0	unknown	0
5105	qokar	39.75	0.0	left	1
5106	cheol	60.4	0.0	left	1
5107	okal	0.75	77.0	right	1
5108	dam	2.0	30.0	right	1
5109	chdam	51.0	0.0	left	1
5110	qokam	39.75	0.0	left	1
5111	pody	0.0	0.0	unknown	0
5112	lshed	10.0	0.0	left	1
5113	ypdy	0.0	0.0	unknown	0
5114	shedy	6.0	0.0	left	1
5115	opchedy	9.4	13.0	right	1
5116	ytedy	0.0	4.0	right	1
5117	oepchol	2.0	7.0	right	1
5118	yfchey	9.4	0.0	left	1
5119	tochsy	0.0	0.0	unknown	0
5120	okas	0.75	77.0	right	1
5121	ykchdy	43.2	27.2	left	1
5122	daiin	2.0	30.0	right	1
5123	ytasr	0.0	4.0	right	1
5124	aiin	0.0	0.0	unknown	0
5125	otchdy	0.0	14.0	right	1
5126	okaly	0.75	77.0	right	1
5127	daiin	2.0	30.0	right	1
5128	qokedy	45.75	0.0	left	1
5129	otar	0.0	5.0	right	1
5130	ar	0.0	0.0	unknown	0
5131	oldy	0.0	5.0	right	1
5132	otedy	0.0	5.0	right	1
5133	saim	0.0	0.0	unknown	0
5134	okey	6.75	77.0	right	1
5135	tody	0.0	0.0	unknown	0
5136	daiin	2.0	30.0	right	1
5137	ytchey	9.4	49.0	right	1
5138	keody	5.0	24.0	right	1
5139	chockhdy	51.0	0.0	left	1
5140	chotal	51.0	0.0	left	1
5141	okalshdy	4.75	77.0	right	1
5142	shdy	0.0	0.0	unknown	0
5143	qokar	39.75	0.0	left	1
5144	oty	0.0	5.0	right	1
5145	qoty	0.0	0.0	unknown	0
5146	shedy	6.0	0.0	left	1
5147	chedy	60.4	0.0	left	1
5148	dam	2.0	30.0	right	1
5149	ydaiin	0.0	0.0	unknown	0
5150	chckhy	51.0	24.0	left	1
5151	chdal	51.0	0.0	left	1
5152	olar	0.0	5.0	right	1
5153	chckhdy	51.0	24.0	left	1
5154	chdody	51.0	0.0	left	1
5155	tar	0.0	0.0	unknown	0
5156	cham	51.0	0.0	left	1
5157	kedy	5.0	24.0	right	1
5158	daiin	2.0	30.0	right	1
5159	ykaiir	43.2	3.6	left	1
5160	shckhefy	6.0	24.0	right	1
5161	daiin	2.0	30.0	right	1
5162	chedy	60.4	0.0	left	1
5163	okeedy	9.75	77.0	right	1
5164	s	0.0	0.0	unknown	0
5165	ar	0.0	0.0	unknown	0
5166	air	0.0	0.0	unknown	0
5167	cthy	51.0	3.0	left	1
5168	qokaldy	39.75	0.0	left	1
5169	qokedy	45.75	0.0	left	1
5170	dair	2.0	30.0	right	1
5171	chody	51.0	0.0	left	1
5172	cthhy	51.0	3.0	left	1
5173	m	0.0	0.0	unknown	0
5174	dchedy	41.4	36.0	left	1
5175	cheeky	63.4	0.0	left	1
5176	dam	2.0	30.0	right	1
5177	ched	60.4	0.0	left	1
5178	l	0.0	0.0	unknown	0
5179	chedy	60.4	0.0	left	1
5180	chedy	60.4	0.0	left	1
5181	okeedchsy	13.75	77.0	right	1
5182	qokeedy	48.75	0.0	left	1
5183	chetedar	60.4	0.0	left	1
5184	or	0.0	5.0	right	1
5185	aicky	0.0	0.0	unknown	0
5186	yteedy	3.0	4.0	right	1
5187	shedy	6.0	0.0	left	1
5188	checkhdy	60.4	0.0	left	1
5189	chtedy	51.0	0.0	left	1
5190	daim	2.0	30.0	right	1
5191	sheol	6.0	0.0	left	1
5192	or	0.0	5.0	right	1
5193	chey	60.4	0.0	left	1
5194	okaiin	0.75	77.0	right	1
5195	daim	2.0	30.0	right	1
5196	oty	0.0	5.0	right	1
5197	om	0.0	5.0	right	1
5198	tolshey	10.0	0.0	left	1
5199	otedy	0.0	5.0	right	1
5200	chocpheod	57.0	0.0	left	1
5201	oty	0.0	5.0	right	1
5202	dam	2.0	30.0	right	1
5203	dair	2.0	30.0	right	1
5204	aly	0.0	0.0	unknown	0
5205	chdam	51.0	0.0	left	1
5206	chcthy	51.0	31.0	left	1
5207	chdam	51.0	0.0	left	1
5208	pchair	0.0	2.0	right	1
5209	oly	0.0	5.0	right	1
5210	sheaiin	6.0	0.0	left	1
5211	shol	0.0	0.0	unknown	0
5212	daiin	2.0	30.0	right	1
5213	chdy	51.0	0.0	left	1
5214	chokchol	51.75	0.0	left	1
5215	chol	51.0	0.0	left	1
5216	choldy	51.0	0.0	left	1
5217	dair	2.0	30.0	right	1
5218	chad	51.0	0.0	left	1
5219	aiin	0.0	0.0	unknown	0
5220	dor	2.0	30.0	right	1
5221	chol	51.0	0.0	left	1
5222	chy	51.0	0.0	left	1
5223	chaiin	51.0	0.0	left	1
5224	ckhey	83.0	0.0	left	1
5225	chol	51.0	0.0	left	1
5226	dain	2.0	30.0	right	1
5227	okaiin	0.75	77.0	right	1
5228	qokcheo	49.15	0.0	left	1
5229	cthey	57.0	3.0	left	1
5230	chokain	51.75	0.0	left	1
5231	chol	51.0	0.0	left	1
5232	daiin	2.0	30.0	right	1
5233	kchdal	28.0	24.0	left	1
5234	folr	0.0	0.0	unknown	0
5235	chey	60.4	0.0	left	1
5236	so	0.0	0.0	unknown	0
5237	chol	51.0	0.0	left	1
5238	shol	0.0	0.0	unknown	0
5239	aiin	0.0	0.0	unknown	0
5240	shol	0.0	0.0	unknown	0
5241	shol	0.0	0.0	unknown	0
5242	chdy	51.0	0.0	left	1
5243	cholol	51.0	0.0	left	1
5244	schesy	9.4	0.0	left	1
5245	kchor	28.0	24.0	left	1
5246	cthaiin	51.0	3.0	left	1
5247	chol	51.0	0.0	left	1
5248	chol	51.0	0.0	left	1
5249	chol	51.0	0.0	left	1
5250	chor	51.0	0.0	left	1
5251	ckhhy	77.0	0.0	left	1
5252	shokeey	9.75	0.0	left	1
5253	chy	51.0	0.0	left	1
5254	tchod	0.0	7.0	right	1
5255	choy	51.0	0.0	left	1
5256	sho	0.0	0.0	unknown	0
5257	chtchyf	51.0	7.0	left	1
5258	char	51.0	0.0	left	1
5259	ctham	51.0	3.0	left	1
5260	qoko	39.75	0.0	left	1
5261	kor	2.0	24.0	right	1
5262	chaiin	51.0	0.0	left	1
5263	okal	0.75	77.0	right	1
5264	chol	51.0	0.0	left	1
5265	daiin	2.0	30.0	right	1
5266	okcho	0.75	77.0	right	1
5267	kchor	28.0	24.0	left	1
5268	sy	0.0	0.0	unknown	0
5269	shy	0.0	0.0	unknown	0
5270	otcho	0.0	14.0	right	1
5271	keey	8.0	24.0	right	1
5272	tor	0.0	0.0	unknown	0
5273	chey	60.4	0.0	left	1
5274	otchy	0.0	14.0	right	1
5275	tchol	0.0	7.0	right	1
5276	dain	2.0	30.0	right	1
5277	dam	2.0	30.0	right	1
5278	sary	0.0	0.0	unknown	0
5279	daiiy	2.0	30.0	right	1
5280	daiin	2.0	30.0	right	1
5281	cthy	51.0	3.0	left	1
5282	sary	0.0	0.0	unknown	0
5283	pchodaiin	0.0	2.0	right	1
5284	dair	2.0	30.0	right	1
5285	dcthy	6.0	39.0	right	1
5286	daiin	2.0	30.0	right	1
5287	cheotar	60.4	0.0	left	1
5288	chodaly	51.0	0.0	left	1
5289	sal	0.0	0.0	unknown	0
5290	qotcheea	12.4	9.0	left	1
5291	chety	60.4	0.0	left	1
5292	chol	51.0	0.0	left	1
5293	chol	51.0	0.0	left	1
5294	dain	2.0	30.0	right	1
5295	chol	51.0	0.0	left	1
5296	chody	51.0	0.0	left	1
5297	dar	2.0	30.0	right	1
5298	dchy	32.0	36.0	right	1
5299	daiin	2.0	30.0	right	1
5300	chy	51.0	0.0	left	1
5301	chochy	51.0	0.0	left	1
5302	daiin	2.0	30.0	right	1
5303	dcheey	44.4	36.0	left	1
5304	otald	0.0	5.0	right	1
5305	pshdaiin	0.0	0.0	unknown	0
5306	ypchdy	0.0	2.0	right	1
5307	opchey	9.4	13.0	right	1
5308	ckhy	77.0	0.0	left	1
5309	dal	2.0	30.0	right	1
5310	sheodaiin	6.0	0.0	left	1
5311	sheokeol	12.75	0.0	left	1
5312	ykeeody	49.2	3.6	left	1
5313	olaiin	0.0	5.0	right	1
5314	opaldy	0.0	8.0	right	1
5315	daiin	2.0	30.0	right	1
5316	yteeol	3.0	4.0	right	1
5317	choody	51.0	0.0	left	1
5318	kechodshey	11.0	24.0	right	1
5319	qotedy	0.0	0.0	unknown	0
5320	chtaiin	51.0	0.0	left	1
5321	otchdy	0.0	14.0	right	1
5322	tedain	0.0	0.0	unknown	0
5323	okain	0.75	77.0	right	1
5324	ckhy	77.0	0.0	left	1
5325	sheody	6.0	0.0	left	1
5326	she	24.0	0.0	left	1
5327	teoteey	3.0	0.0	left	1
5328	oteodaiin	0.0	5.0	right	1
5329	ody	0.0	5.0	right	1
5330	qoteo	0.0	0.0	unknown	0
5331	l	0.0	0.0	unknown	0
5332	kedy	5.0	24.0	right	1
5333	dol	2.0	30.0	right	1
5334	odal	0.0	5.0	right	1
5335	qotar	0.0	0.0	unknown	0
5336	opchety	9.4	13.0	right	1
5337	ldy	0.0	0.0	unknown	0
5338	tolkeol	3.0	0.0	left	1
5339	dain	2.0	30.0	right	1
5340	otaiin	0.0	5.0	right	1
