folio	line	pos	token
f7	3	21	qoktorchqaolteqlhyshed
f7	3	22	chqateqokrchokqoshedchey
f7	3	23	qokyolqrrkoklhchelhaiin
f7	3	24	qokrklhyrqochecheyqrk
f7	3	25	rdytarrqocheshedaiinokar
f7	3	26	dyolriinshedlhtarokaiindy
f7	3	27	iinoktarshdoraiiniinrkdyq
f7	3	28	lkchedyycheollhchedarkshedshe
f7	3	29	rkchycheolelkdarcheolqokshelc
f7	3	30	qalktarcheqalcaiinamchedyd
f7	4	1	lhchedychedarteaiinshtydrk
f7	4	2	chedytycheolqasheshkychedyyche
f7	4	3	lkyshteshkychedydichyq
f7	4	4	qaiinarshyqotdidilrk
f7	4	5	iinarkikyqotalaindyrkd
f7	4	6	shedoolshdoshedyqrkiinchey
f7	4	7	kychotalqacherkchedtol
f7	4	8	chedyqoamkechecherhlkqain
f7	4	9	amchechecheolqaininlhtdy
f7	4	10	tarqaiinaindychedyqokaincheto
f7	4	11	dydyqsheddychedycheteto
f7	4	12	tdyiinchedchshetchedyqoky
f7	4	13	chedyiinchedsheotchytodarqokyrc
f7	4	14	toshchyokdarrcqokcheolaraiin
f7	4	15	shoktilkolorcheolrchedal
f7	4	16	darolaiincharrchedcheychch
f7	4	17	cheolrrkecheychiinokalko
f7	4	18	lchchshokkookaiinshdy
f7	4	19	iinokylhdoriinshqqochy
f7	4	20	lkchedychyqoplhdarainshetyti
f7	4	21	qokychedarcheolshetitcheoprc
f7	4	22	checheolqateaiindchediaraiin
f7	4	23	shedlcaiinshddircaiinaiinaiin
f7	4	24	iinrcqottarchedyopsheqokki
f7	4	25	ainqottqoycheolrainkitor
f7	4	26	kchedycheolotaintorsharchd
f7	4	27	kecheolotamkodyalchddy
f7	4	28	rainkorhdychchdychedyrk
f7	4	29	ainrhtocheollkdydylhlkqok
f7	4	30	kotocheolchyqeecheoltqokchedy
f7	5	1	chdyeedytchedylkchedorcheol
f7	5	2	dydyqsheddychedycheteto
f7	5	3	tdyiinchedchshetchedyqoky
f7	5	4	chedychedychotshtainqokyqokchedy
f7	5	5	cheoltotdarqokychedyolarrkdy
f7	5	6	etdartorrccheolcheolaiindyl
f7	5	7	torchedycheolotaiinlyqolhtar
f7	5	8	cheolaiinchedaloliinlhshqok
f7	5	9	dyolchchshedalqdyarsh
f7	5	10	olchshrkydordyiindyq
f7	5	11	iinokylhdoriinshqqochy
f7	5	12	shkodordyiinqchedchylcto
f7	5	13	yeqalhcheshedoltytar
f7	5	14	qokychedarcheolshetitcheoprc
f7	5	15	tardarcheolqalcchedyaraiinrcar
f7	5	16	cheoliinainrcqopkcheolopet
f7	5	17	darqopqoplckopartrhlh
f7	5	18	qoplcarychedyshetkishal
f7	5	19	kchedycheolotaintorsharchd
f7	5	20	opsheainkotorarindarchedy
f7	5	21	tkitordyardqokchedyqopky
f7	5	22	qoktordytarchdyarrkkyshedy
f7	5	23	sharchindyrkqopshedykoqok
f7	5	24	arindyeelhqokshedychykedor
f7	5	25	dcheollhtqokchyqokdorqokche
f7	5	26	kylkchychedorcheiintochqoky
f7	5	27	lkchetoteaintotorqaol
f7	5	28	doretotchedyqokqacheolrrk
f7	5	29	etdartorrccheolcheolaiindyl
f7	5	30	chedyrcchyorotcheddyolqoiin
f7	6	1	qokcheolotrchedolriintarsh
f7	6	2	rklolchiinshaiinokrkar
f7	6	3	yqoiinshedshokainarainchedy
f7	6	4	cheyqokdyarchedydarqokindy
f7	6	5	aiinokdyaiinshcheddychydyar
f7	6	6	rkshdyqqolcdycheolkiq
f7	6	7	chedyyqyqoainrkchedyqate
f7	6	8	alcheolchedyiinshedyshqocheolqaar
f7	6	9	chshedyqopqopalchedyqaecherh
f7	6	10	chedyshalkchedyedirhdeqok
f7	6	11	qocheolchedyoperhqotqokorchedy
f7	6	12	shechedyoprtlhdeinchedychedy
f7	6	13	dirhlhshinchedytyainlcche
f7	6	14	qotqokininchedyainokcheqokol
f7	6	15	qokinchdarqopchechedydilk
f7	6	16	chedyqokarchedyqopchedyollkainsh
f7	6	17	chedyarchedyrkkykodichshshe
f7	6	18	arrklkqoklkkechqokiinqok
f7	6	19	chedylkqokchedychydordarcheqokto
f7	6	20	kokedorcheolchetootqokyteq
f7	6	21	sheqoktotorqokyqarokychedy
f7	6	22	ainchqokyqaqokshchedyardo
f7	6	23	chqaolcheolrtarchedychekiol
f7	6	24	qokyolcheolarrkyqoshedolchey
f7	6	25	olaraiinchedlqoshedtaraiinq
f7	6	26	tarrqoiintarqotrkiinain
f7	6	27	riinshedokaldyrkshchedyched
f7	6	28	qoshedokykoaiinardychedqo
f7	6	29	yrkchedychyqacheqokshedamty
f7	6	30	rkchyqopeelkcheolshedlctichedy
f7	7	1	chedyqopeerchedyqasheaiinchedyd
f7	7	2	chyeerkyytelcshdrk
f7	7	3	darqateiinshrkaiinchyaiindi
f7	7	4	iinrcqottarchedyopsheqokki
f7	7	5	alkechedycheolshekilhalinch
f7	7	6	kchedycheolotaintorsharchd
f7	7	7	opsheainkotorarindarchedy
f7	7	8	shekorhtotarindcheolrklk
f7	7	9	kidytarlkincheolchedylkshedylk
f7	7	10	tortarlkqdylhrkqoklkchy
f7	7	11	dcheollhtqokchyqokdorqokche
f7	7	12	dylhtchedychedychekecheolcheor
f7	7	13	shedychychetocheolorqoktorqokyqa
f7	7	14	darcheoraintorqateqokoklh
f7	7	15	otqokyqaolqoklhyqodoki
f7	7	16	aroklhtarqokikychdoal
f7	7	17	chlhtarycheolshtalshedy
f7	7	18	yqocheshedoltdoshedyqat
f7	7	19	chedycheshedlhcheyotalytche
f7	7	20	shtotainychedchyrkol
f7	7	21	chotainrkiindarcheyalolaiin
f7	7	22	cheddychedyorlktorololdycheol
f7	7	23	olarlkoltorolaincheolshedqo
f7	7	24	iinkitoralolcheolqqoiinched
f7	7	25	ololrkkoalokiinsheotol
f7	7	26	cheyrkkochedyqarchedtorold
f7	7	27	olkochedytortelsheamde
f7	7	28	altetoopshtidylkdy
f7	7	29	oklshqoktiytidyaiinch
f7	7	30	rdicherhdeortetytarok
f7	8	1	cheycherhlhqokchedytiinoklc
f7	8	2	chedyorchedychedyiinlcdyqokaiinchedy
f7	8	3	tiinaindorcheolaiinkoamq
f7	8	4	iindorqopkychedylkkoshysh
f7	8	5	dorkyshedylkqokdarshiinainot
f7	8	6	dichdarqokiinotcheydykyar
f7	8	7	shiinqoktochtekychshy
f7	8	8	cheydyteqchyiinarkyky
f7	8	9	iinteqqokokchedyshedokysh
f7	8	10	dyqqokrlhqoarkishch
f7	8	11	aroklhtarqokikychdoal
f7	8	12	shchedyqochekichqotalinqa
f7	8	13	kyshchtalqarkdchedt
f7	8	14	iintarkeolchecheoltarqdyee
f7	8	15	otarcheiincheolqineelht
f7	8	16	ariinchekiolaineeqchedydy
f7	8	17	cheololcheyoldyshedchedyiinchedych
f7	8	18	qaindycheolshediinainchtsh
f7	8	19	aiindycheolalqochedchedyotshchy
f7	8	20	dyalqatertorotdokti
f7	8	21	shedokrltordchytitorol
f7	8	22	qorlshameoklkolaiin
f7	8	23	sheamtidyydyolchart
f7	8	24	oleychedychortrke
f7	8	25	toraiinchshtkealdechsh
f7	8	26	otrkechdeshshedykodor
f7	8	27	otaiinchedykoamqrkchyqalh
f7	8	28	aramqyeeqopqalkdarcheol
f7	8	29	amyshaincheyrlkyqate
f7	8	30	chyeerkyytelcshdrk
f7	9	1	lkytyshiinshdychyain
f7	9	2	chedytyshyshekyrkcheainq
f7	9	3	tyychedyqodoshchedoiinin
f7	9	4	shchedyqochekichqotalinqa
f7	9	5	arkiolcheytshedyintdchey
f7	9	6	kychtotshedytiincheytrk
f7	9	7	chedyqochedamoliintochyqaiin
f7	9	8	dichedamdylchecheololaiinain
f7	9	9	tarollarcheolqaindyq
f7	9	10	kelarlkkicheyaiindyqshed
f7	9	11	olarlkoltorolaincheolshedqo
f7	9	12	chetoralolrkalshedokchedshe
f7	9	13	torolainlcchedyteokltoram
f7	9	14	rkchedytordotoshtortiey
f7	9	15	qotqaarechedechedyortty
f7	9	16	rqotdeqokortylokdyiin
f7	9	17	opdeqokinchedyiintarlciinqok
f7	9	18	deininchqokdorlcdeoldi
f7	9	19	tyaindorqopdedichedyainqy
f7	9	20	ainqopkyshedykochainsheshain
f7	9	21	chechedykoqokchsheyaincheyiin
f7	9	22	koshsheiinainiineekyyty
f7	9	23	qshainotiinkychedytyteiin
f7	9	24	qoprkyartyiinaiinshrky
f7	9	25	eekyarchshsheshkyyche
f7	9	26	yshychedyarkyyqotqiin
f7	9	27	tesheardokyqotainiindyrk
f7	9	28	shedokiolchaliinqaiind
f7	9	29	kyshchtalqarkdchedt
f7	9	30	chedyqochedamoliintochyqaiin
f7	10	1	amcheiinchechyaiindydytchedy
f7	10	2	chechekitorcheydydysheddyiin
f7	10	3	cheololcheyoldyshedchedyiinchedych
f7	10	4	chycheyolrkcheolqodychedchot
f7	10	5	cheyrkkochedyqarchedtorold
f7	10	6	olkochedytortelsheamde
f7	10	7	rkchedytordotoshtortiey
f7	10	8	chedyshecheolchedyarcheopdeshedyor
f7	10	9	qocheolchedyoperhqotqokorchedy
f7	10	10	qaetqoklhinorchedyiinain
f7	10	11	eqokkitoralchchedyardorqop
f7	10	12	tkitordyardqokchedyqopky
f7	10	13	kidytarlkincheolchedylkshedylk
f7	10	14	alchindycheollkkylkqokke
f7	10	15	arrklkqoklkkechqokiinqok
f7	10	16	chedyqokkedorqokqokainchdyte
f7	10	17	cheolecheiinqoktorchqaqr
f7	10	18	totaintotorchedyqacheolrdy
f7	10	19	qokyrcqokqaolaiinrdyyqo
f7	10	20	cheolotarrrkolyqolhsh
f7	10	21	aiincheddytaryiinshedtaraiinok
f7	10	22	chedallyrshedlhshqdy
f7	10	23	cheydechqoiinyshkodyiin
f7	10	24	lchqoyshkodoraiinrkar
f7	10	25	olshiinlhaldordyiinarsh
f7	10	26	iinyshdydyiinainqchedyched
f7	10	27	okiinarshchedchydtodyar
f7	10	28	qokydarqoklcamtichedychedoror
f7	10	29	checheolqatetytidaiinrcar
f7	10	30	darqateiintichedyrkdiaraiin
f7	11	1	cheolteiinshechedydychyaiindi
f7	11	2	tesheardorkyqotqldy
f7	11	3	iinardokiychedoiindyrk
f7	11	4	shkyshchainqinrkdyt
f7	11	5	qodiqochedotamchetotarlk
f7	11	6	dichedamdyarchechechyqaiin
f7	11	7	tarollartocheololaiineedy
f7	11	8	olarlkolchyololdyqshed
f7	11	9	arolaiinqocheyolkoalqook
f7	11	10	lkaiinqochedyolrkchedyqaokr
f7	11	11	torolainlccheolaltershetor
f7	11	12	terlchedshetiotetilk
f7	11	13	ardicheropqokqokyortty
f7	11	14	echerhopqotinchedychedytyiin
f7	11	15	qokorchedytetainllciinqok
f7	11	16	chedytyiinltarcheolqokaiinchedy
f7	11	17	lciinqokotchedkoaiinamshq
f7	11	18	qokaiinchedyaiinarqqopqchedychy
f7	11	19	chedydoramqopteelkchyqalh
f7	11	20	qqeerkchedyeeelkdarcheol
f7	11	21	eechyqopeqachedytarcheolshelc
f7	11	22	lkdarcheolainshedaiinamchedycheaiin
f7	11	23	chedycheolqashedsheshtydaiindi
f7	11	24	aiinchedydarchechyopaiinaiinaiin
f7	11	25	rcqoplcshalchedycheolrtqok
f7	11	26	tarykkeotopainkitor
f7	11	27	cheolsheaintqokdylharchd
f7	11	28	otainkoqokkitarshchddy
f7	11	29	rhdytaralardychcheolrklk
f7	11	30	lkindyddytchedyqoklkchy
f7	12	1	dycheollhchedyrkchedykychykedor
f7	12	2	eelhtrklkainshedychedorcheol
f7	12	3	dytchedylkqokchedylktocheole
f7	12	4	dyainchedychycheshdortoainchedy
f7	12	5	chedchottotokedarqokyrc
f7	12	6	chytdarainchedychytorcheolaraiin
f7	12	7	darqokyrctorqokotolaiindyl
f7	12	8	olchyorchedycheolraralolch
f7	12	9	arrraiincheddelchshedok
f7	12	10	trkechedalrkolshoky
f7	12	11	kecheydeolchrkiinykodor
f7	12	12	dortshylkchyyqatarche
f7	12	13	chedyeqaotqokydarkshedamty
f7	12	14	lhchedarqokainlcoltiarche
f7	12	15	cheolshelcamtydtaiinrcar
f7	12	16	teaiinshtichedyychechyaiindi
f7	12	17	iinshshchedydcheaiinaindil
f7	12	18	tarykkeotopainkitor
f7	12	19	cheolsheaintqokdylharchd
f7	12	20	ainkitorlhshchindarchedy
f7	12	21	rhdytaralardychcheolrklk
f7	12	22	totarlkarcheedlhlkqok
f7	12	23	dycheollhchedyrkchedykychykedor
f7	12	24	dytchedylkqokchedylktocheole
f7	12	25	chedychedyainlkchytkeeorain
f7	12	26	ainchychetotetochetoqok
f7	12	27	todorcheoletoainchedytoqokycheol
f7	12	28	shetotdarqokyrctorolaiin
f7	12	29	qokytorqokchedycheolaraiinrtarqo
f7	12	30	rcqokchedycheolotaiinchedrkyiin
f7	13	1	aiinrkdylolqoiinshedcheyok
f7	13	2	allolchchshedoktarqaiin
f7	13	3	chiinshedokykodorokarq
f7	13	4	shshedokylhdordydyshsh
f7	13	5	yalkodordyiinainshchedd
f7	13	6	chedycheoleqalhchedarqokolti
f7	13	7	cheqokainshedshetytiqokdorrc
f7	13	8	chedychdarshedyqopshalqoqoke
f7	13	9	shedychedyqopshalcheolchedyqokcheyrh
f7	13	10	alshecheolchedyopetdiqotin
f7	13	11	chedyqaaretrhlhqotshedychedy
f7	13	12	rhqotdeqokinchedychedyttarche
f7	13	13	lhdeqokininchedyqoktyokde
f7	13	14	inchedychedyqokardorqoplcqoklk
f7	13	15	araindorqopkychedykoolkoshe
f7	13	16	chedydorqopkyshedykoqokdiainiin
f7	13	17	kydechedykoqokchdarainyot
f7	13	18	kodilkchdarsheiinyaldy
f7	13	19	qoklkchdarqokiinqokshcheyte
f7	13	20	iinshainotchdyteryy
f7	13	21	chiindyteqchoktyiindo
f7	13	22	chtyshychedyardoshydo
f7	13	23	yiinsheardokyshyainin
f7	13	24	kyycheqotdoiininlkyched
f7	13	25	shcheqotdoalinqadydyt
f7	13	26	chqotdoalshedyqatrktrk
f7	13	27	qodytarkeolcheiinrhtaraiin
f7	13	28	olarcheiinchechyollkdyq
f7	13	29	lcheiinchekiolcheyqeeshed
f7	13	30	olqaiinaindyqshedtchedych
f7	14	1	olaindycheolalqookdychedyol
f7	14	2	alshedqookrshetorchshti
f7	14	3	shechotoldoktitqokyor
f7	14	4	amoldeylkdytorchyt
f7	14	5	ytilkdyqokchshorrch
f7	14	6	chedyttyiinainlcchedychedko
f7	14	7	iintaroklccheqokolchedarq
f7	14	8	dorlcchedechedydilkchedyamsh
f7	14	9	kydechedykoqokchdarainyot
f7	14	10	kodilkchdarsheiinyaldy
f7	14	11	chainshsheiinainotaleear
f7	14	12	qoksheiinqoktochqokyiinkyok
f7	14	13	qokainotchqokyteqkytychedy
f7	14	14	tootchqokyqaqqokarshqo
f7	14	15	qokydyteqqokoklhshsheki
f7	14	16	okshychedyqodokikycheal
f7	14	17	chedysheardokishchcheqqa
f7	14	18	dokykyshchdoalqdyd
f7	14	19	olshchtotshedyyiniinchy
f7	14	20	chedtarkeolliinchetolkain
f7	14	21	amkeollarchekicheolqdy
f7	14	22	chedylarlkoltoralolainal
f7	14	23	orarlkolaiinalolcheydyqa
f7	14	24	ylkolaiinqoolainolcheolte
f7	14	25	qolaiinqochedyainlcrkalto
f7	14	26	torlcchedyqaqolshchedamti
f7	14	27	cheoltoltoroteychylkdy
f7	14	28	chedtietidaraiinchrcart
f7	14	29	rqokorttoroklctariinqok
f7	14	30	qokychedyteiinoklcoliinqokched
f7	15	1	qopiinllciinqokotaiinchedyar
f7	15	2	lchedyolchedykoaramqsh
f7	15	3	okchedyqoklkainshamyshee
f7	15	4	qokchkosheshaineecheyiinee
f7	15	5	koiinyotiindyeekyary
f7	15	6	ainqokshchdyterarchty
f7	15	7	shetorotqaqqokaroklhy
f7	15	8	otolterlhtaryqochedo
f7	15	9	chcheolqrktarychedycheshedki
f7	15	10	terkokychesheddoolcheych
f7	15	11	chychedyshedolcheyshtotal
f7	15	12	lhqochetaraiinqtainrky
f7	15	13	yshedlhalokdyainarshain
f7	15	14	roktarkodyaiinrkshdychedy
f7	15	15	tardorokiindyqchedyqochychy
f7	15	16	okainshshchydchytoycheol
f7	15	17	arshcheddtoyarqokshq
f7	15	18	aliinchqopshalqocheolchedyqa
f7	15	19	cheolrcshedylckkecheolopre
f7	15	20	iintqopychedycheolopsheainqok
f7	15	21	qopiinkeotainkoqoktordyal
f7	15	22	kotrkotordysharchch
f7	15	23	tdyshchddyqokchedyrkqop
f7	15	24	indyqokrkkyshedydekoqoklk
f7	15	25	ainshedydeqokchdarainsheiinsh
f7	15	26	qopchykodorqokchesheqoktoot
f7	15	27	shedytokeeorainqoktortorqoky
f7	15	28	qokeqokaintortorchqaolq
f7	15	29	darainqoktorqaolteqokrok
f7	15	30	iintorcholqokrchlhtarchedy
f8	1	1	qokqokqokycheolrrkoktaryqo
f8	1	2	torcheololaiindyltarrqoshed
f8	1	3	torotcheolchedlolyqoiinlh
f8	1	4	cheolaldychiinshedlhshalq
f8	1	5	rkchrshedshalaiinokdyrk
f8	1	6	yshedlhalokdyainarshain
f8	1	7	cheydyainshchedycheddarqokchyin
f8	1	8	qiinarqqochyqoklctoar
f8	1	9	rkqchedychylctodycheolqokki
f8	1	10	chedyyolchedyainlcrkchedytorqa
f8	1	11	lkchedyallcchedytoraltetor
f8	1	12	olsholeetordoqatoopl
f8	1	13	chqopqopkchedyopqaetche
f8	1	14	darlcshkeoprartqokrh
f8	1	15	shedyaralchedyrsheeqokkilh
f8	1	16	cheolsheekishalqokinchchedy
f8	1	17	chedyainttoralarinchdqok
f8	1	18	etorlharchdchedyarchedydor
f8	1	19	ttordyalarindychedyqopky
f8	1	20	qokdytararchincheolrkkyshedy
f8	1	21	torlkqindydtqoklkchy
f8	1	22	taraiinaineedycheoldyaincheto
f8	1	23	dyqshedchedydyqokchteto
f8	1	24	qokchedychtotdortchedytorqok
f8	1	25	chytshetocheqokyqokolcheol
f8	1	26	dortotainchedytochedycheolrrk
f8	1	27	cheoltdarchedyqokytorcheolarrkdy
f8	1	28	orqokyrcqokchedyqaaiindyyr
f8	1	29	chedychyorcheolotcheolalolqoiin
f8	1	30	qokotraiinchedrkchiintarsh
f8	2	1	rkolchqoiinshedalokrkar
f8	2	2	dychchiinshedlhkodyarsh
f8	2	3	olshrkokyshdyiindyq
f8	2	4	qopqeechedychycheollkdarshedshe
f8	2	5	lkchyqopqalhqokycheolshetyti
f8	2	6	elkchedydarcheolainaiinchedycheaiin
f8	2	7	tarcheolqashelcamdaiinrcar
f8	2	8	cheqatelcaiintyrkdiaraiin
f8	2	9	chedyrcqotqoplcshchedyrtqok
f8	2	10	kkechedyopkitorrhlhalar
f8	2	11	rshetqokarchininddy
f8	2	12	ainkokitorindychdcheollh
f8	2	13	dytararchlhtchedyrkqokchedy
f8	2	14	indydycheolchedyainshedylkcheto
f8	2	15	dyeecheollhainchedylkchytot
f8	2	16	qokchedylkchyetoqokcheainchedy
f8	2	17	lkqokchedychedyecheainchedyqokto
f8	2	18	qokchedyainchtoorchedyqokytotor
f8	2	19	ainchedycholdarchedyrcchytorqok
f8	2	20	etottorcheolcheolaiinchedrrk
f8	2	21	ainchedyqokychyaiinrkloltary
f8	2	22	qokyrcchyarallchchrqo
f8	2	23	rcchyortcheyolchshqoiin
f8	2	24	otrrchshshedylhshal
f8	2	25	dyotchedchedyshlkchedychyycheol
f8	2	26	chedaiinchedyaineechedyqopeeeqa
f8	2	27	doramqsheelhchedyychedar
f8	2	28	qeealiinycheolteiinshelc
f8	2	29	qopeerariinaiinshkychedyd
f8	2	30	lkchedyyshshdycheaiindi
f8	3	1	ytyshchedykyyqotdochyain
f8	3	2	shychedychechqotalshedyqiin
f8	3	3	chedyqochelhotalyiininqa
f8	3	4	dokiolaiinyqachedariind
f8	3	5	diqocheddychecheololcheylkq
f8	3	6	keolllkcheyaiindycheoleedy
f8	3	7	larlkaiinrkdyalqaqshed
f8	3	8	olcheyolkookiinshetorchedych
f8	3	9	aindycheolqashecholdtsh
f8	3	10	dyiinchedtorokttorolchedyqoky
f8	3	11	chotoleolrcorarchedycheol
f8	3	12	oldechechortolotr
f8	3	13	qoptetiiniinotaiinchedylaiin
f8	3	14	tettyainqokchedchedykoaiinar
f8	3	15	ttyiindorolaiinkoainardor
f8	3	16	taroklcdekodorqytsh
f8	3	17	aiinaindoryeechyqopqalkchedy
f8	3	18	kosheqaincheyeerlkyty
f8	3	19	yotaldykyytyqaiinshe
f8	3	20	eearchedyshiinshshdyche
f8	3	21	kyoktychedyarkykyyqotdo
f8	3	22	lhshchedyqocheshedoshcheshedy
f8	3	23	taryqocheshedarkichqoty
f8	3	24	sheddoolcheyaiinshtshedyindar
f8	3	25	aiinchotainrkalychedin
f8	3	26	okotrkarshyaindychyar
f8	3	27	orllkolaiinchetorolainqa
f8	3	28	aiinkialolaincheyrkalshedl
f8	3	29	qotorolainlcolkoqaqosh
f8	3	30	shedyqokqopshalchedysheqarrh
f8	4	1	alqocheolchedyopqokarcheopin
f8	4	2	opqaetqokdirhqokshedyqok
f8	4	3	sheeqokkitorrhshinchedychedy
f8	4	4	kirhshalarqokinqokiinky
f8	4	5	dysharchinindchedydorlk
f8	4	6	dyqokchedyrklkdorkykodiqok
f8	4	7	cheolarrklkqokqopshedyqoklkche
f8	4	8	lkchedyqokkedorlkdariinshqoky
f8	4	9	qokshiinqoktoshotdyrok
f8	4	10	toainchqokyqaiintechtyqo
f8	4	11	oldyqokrarokyqosheki
f8	4	12	tarshqocheshedokychcheal
f8	4	13	shedarolcheykychdoshedyiint
f8	4	14	cheykytotqotalintrkchey
f8	4	15	amdyollamchetochytaraiin
f8	4	16	ararchekitochyqaindyq
f8	4	17	lkchekitorcheololaiindyeeshed
f8	4	18	alchyolrkaiindyqqochedyched
f8	4	19	ololrkkoaincheolshedokdyshe
f8	4	20	lcolchedytorcheolqaoklchedam
f8	4	21	doaltoopokltortioly
f8	4	22	qokshetidyoletidytorch
f8	4	23	qokqokyorchedyqoptloktariin
f8	4	24	chedyqoptyiintortaroliindyaiin
f8	4	25	ainllccheoliinchedchedyaiinam
f8	4	26	olotchedykoaiindortqlkchy
f8	4	27	lkaiinainshdorqqalchedyee
f8	4	28	darkosheiinqshaliinqopky
f8	4	29	oteeiindyqoprchedytycheoliin
f8	4	30	chaldyteeekyyshqashe
f8	5	1	qokycheyteqrartyytear
f8	5	2	qaiinqqokkychshchedyiindo
f8	5	3	cheolterrkchlhchedychearol
f8	5	4	yycheshedarkishtqotshedy
f8	5	5	rchedyshedlhdoolchotdoy
f8	5	6	aiinshotaindoshedyqacheiinchy
f8	5	7	qchainrkalytdardal
f8	5	8	dyotarshyaindarqokchydy
f8	5	9	iinrkdyqainchedqoklcincheol
f8	5	10	ainarqshchedyqochytodyqok
f8	5	11	cheolqokshelcoltytchedorrc
f8	5	12	aiinamchedydtcheopardyaiin
f8	5	13	shtirkychediardichedyqok
f8	5	14	kykydcheqotqaiinaiinqokdy
f8	5	15	qochedylciindyotrqokkidy
f8	5	16	diqoytarkearaintordylk
f8	5	17	archeaintocheollkarddylh
f8	5	18	iincherhchyolaiinincheollhchedy
f8	5	19	chyoltaraiinaindycheollkqokain
f8	5	20	aindydyqsheddyqokchychet
f8	5	21	cheolaldyqookchedaintotchy
f8	5	22	qookchedychedsheottoetodar
f8	5	23	otoltochyokdaraintorqokcheol
f8	5	24	oktitotorolchyqokcheolarched
f8	5	25	torolchedychyorotcheolrkdyol
f8	5	26	chyorqokotrchedrkyriin
f8	5	27	orarchedyrraldyrqoshed
f8	5	28	alcheydychchshedlhaiinqdy
f8	5	29	shedoklhalkodyainiinainched
f8	5	30	okytarkodoraiinrkainchedyqo
f8	6	1	ylhshdordyiinarchedychedchy
f8	6	2	dordyokiinainqchedyqokchyto
f8	6	3	chedarkshedshetylcaindorop
f8	6	4	shedshetetytiaraincheolshech
f8	6	5	shedyqopqokshalcheolqotrcheyche
f8	6	6	qoplcqopkkeopqadichelh
f8	6	7	lcarshkechedyrarcherhsh
f8	6	8	kechedycheolrsheqokchedeqokin
f8	6	9	qokkicheshalinortyiindor
f8	6	10	kitorrhalarchchedyiinainqop
f8	6	11	chdchedyarchedyqoplcqokollk
f8	6	12	archedyiinqopkychedyqokchedykosh
f8	6	13	qopkylcchedykolkchedyamqsh
f8	6	14	shedylkdeqokkedarainyshot
f8	6	15	qokkedidarqokiinyalcheydy
f8	6	16	dorcheolchcheortoainiindyq
f8	6	17	etoqokainchedytorchteqr
f8	6	18	totchechedyqokyqokqokyqqokrk
f8	6	19	dartorainrcchycheololrrkl
f8	6	20	chyorqokotrchedrkyriin
f8	6	21	artcheolrkecheylqoiinok
f8	6	22	rkeaiincheydechqotarshko
f8	6	23	cheydelchshoktarqokaiin
f8	6	24	okytarkodoraiinrkainchedyqo
f8	6	25	ylhshdordyiinarchedychedchy
f8	6	26	qalhotchedarshedtelcqokar
f8	6	27	shedshetetytiaraincheolshech
f8	6	28	shelcoltichedychedorshedychedy
f8	6	29	ainrcdarqoplcksheqaart
f8	6	30	qoplcqopkkeopqadichelh
f8	7	1	cheoloprcheshqotinshedychedychedy
f8	7	2	opsheainlharqokchchedyqokar
f8	7	3	shekorhalinindyqokchedyrk
f8	7	4	tortarlkdlharlkqopshedylk
f8	7	5	chdyeerkchedykychykokedor
f8	7	6	ineedylkainshedycheqokdorcheol
f8	7	7	lkchedyainkeedaroriintotor
f8	7	8	lkchetoqokainiintorotqokyqa
f8	7	9	chetshorqokytoqokqokyolcheol
f8	7	10	tchyokchedychytorcheololaraiin
f8	7	11	ttorolchedyrcheolchedrklol
f8	7	12	chedyotrdychyiinshedtarsh
f8	7	13	otrkeolshqooktaralko
f8	7	14	olchshshdorqaiinrkshdy
f8	7	15	chshrkaldyokiinardyq
f8	7	16	qopshqcheollhotchekainshed
f8	7	17	rkchyqoptarcheolqoksheoltyti
f8	7	18	qalkchedyshedaiinamchedytcheaiin
f8	7	19	shedlcaiinardiorardychedyaiin
f8	7	20	sheaiinshchechyopaiinchaiinaiin
f8	7	21	ainqottkcheolchedysheeqokki
f8	7	22	qoparyopainekirhshal
f8	7	23	lcyiinrkottorlhalar
f8	7	24	chedyotamkitarshchinddy
f8	7	25	ainrhtoardychcheolarrklk
f8	7	26	dylkqdytchedyqokkylkchy
f8	7	27	ineedylkainshedycheqokdorcheol
f8	7	28	lkchedyainkeedaroriintotor
f8	7	29	lkchetoqokainiintorotqokyqa
f8	7	30	chetshorqokytoqokqokyolcheol
f8	8	1	cheoltottorchedyqokycheolqrrk
f8	8	2	etdartorcheolqaarqokrkdy
f8	8	3	torchedycheolrllhrqoshedlh
f8	8	4	qokcheolotrkoltarqochelhtar
f8	8	5	cheolrrlchrshedlhshal
f8	8	6	rkechchrkiinyshkodor
f8	8	7	aiindoramlkchyyqaottarche
f8	8	8	aramqrkqopcheollhqokychedar
f8	8	9	qqeechyrqalhycheolte
f8	8	10	yeealqopkylhlktyqaiin
f8	8	11	aincheyiinrchchedyyyiinar
f8	8	12	dykyartychedyteiindokysh
f8	8	13	chshyshekishkychqotal
f8	8	14	arkykychealainqqarkd
f8	8	15	kishchdoyiininchedchy
f8	8	16	cheytotshedyainqatdychyin
f8	8	17	qainrkiinchedchedarchyinar
f8	8	18	okrkarainqodardylcdycheol
f8	8	19	orlkoltoraincheyolchedyalte
f8	8	20	aralkocheolalqateokrl
f8	8	21	torkoteokrlshtoramti
f8	8	22	olqalshetoramtidey
f8	8	23	rkteshtoramtidyeyche
f8	8	24	alltideychelkdyqok
f8	8	25	qokcheqokshedyorchedychedytyiinain
f8	8	26	qarhinorchedychedyqokiinaindor
